央视,#genre#
黑龙江-哈尔滨-五常综合,https://masterpull.hljtv.com/live/R9bOklLT.m3u8
黑龙江-哈尔滨-延寿综合,https://masterpull.hljtv.com/live/XBqKssjB.m3u8
黑龙江-哈尔滨-依兰综合,https://masterpull.hljtv.com/live/4sTJDdbE.m3u8
黑龙江-齐齐哈尔-拜泉综合,https://masterpull.hljtv.com/live/zHtOXXUz.m3u8
黑龙江-齐齐哈尔-富裕综合,https://masterpull.hljtv.com/live/MKFLhcpa.m3u8
黑龙江-齐齐哈尔-甘南综合,https://masterpull.hljtv.com/live/YbFyF4Jb.m3u8
黑龙江-齐齐哈尔-克东综合,https://masterpull.hljtv.com/live/PO1DiGiN.m3u8
黑龙江-齐齐哈尔-克山综合,https://masterpull.hljtv.com/live/58lOw0L5.m3u8
黑龙江-齐齐哈尔-龙江综合,https://masterpull.hljtv.com/live/vRSdDMSR.m3u8
黑龙江-齐齐哈尔-讷河综合,https://masterpull.hljtv.com/live/PXWxDY1V.m3u8
黑龙江-齐齐哈尔-泰来综合,https://masterpull.hljtv.com/live/cfkAgOUK.m3u8
黑龙江-齐齐哈尔-依安综合,https://masterpull.hljtv.com/live/4hhgo1mX.m3u8
黑龙江-牡丹江-东宁综合,https://masterpull.hljtv.com/live/UQdxnsw8.m3u8
黑龙江-牡丹江-海林综合,https://masterpull.hljtv.com/live/lqo9Fcdy.m3u8
黑龙江-牡丹江-林口综合,https://masterpull.hljtv.com/live/pqheD07F.m3u8
黑龙江-牡丹江-穆棱新闻综合,https://masterpull.hljtv.com/live/5c9Mi3FV.m3u8
黑龙江-牡丹江-宁安综合,https://masterpull.hljtv.com/live/BV2wr0vH.m3u8
黑龙江-牡丹江-绥芬河综合,https://masterpull.hljtv.com/live/pXxFNIbi.m3u8
黑龙江-佳木斯-抚远综合,https://masterpull.hljtv.com/live/tVnkOTOG.m3u8
黑龙江-佳木斯-富锦综合,https://masterpull.hljtv.com/live/wOBN3GqO.m3u8
黑龙江-佳木斯-桦川综合,https://masterpull.hljtv.com/live/NYQcW0fS.m3u8
黑龙江-佳木斯-桦南综合,https://masterpull.hljtv.com/live/76oCVZd3.m3u8
黑龙江-佳木斯-汤原综合,https://masterpull.hljtv.com/live/lt2CmppY.m3u8
黑龙江-佳木斯-同江综合,https://masterpull.hljtv.com/live/oFc7fCUf.m3u8
黑龙江-大庆-林甸综合,https://masterpull.hljtv.com/live/23PN6NW9.m3u8
黑龙江-大庆-肇源综合,https://masterpull.hljtv.com/live/XkQg7QSI.m3u8
黑龙江-大庆-肇州综合,https://masterpull.hljtv.com/live/imOHYJ77.m3u8
黑龙江-鸡西-虎林综合,https://masterpull.hljtv.com/live/SJJAEqBS.m3u8
黑龙江-鸡西-鸡东综合,https://masterpull.hljtv.com/live/o4NExHSz.m3u8
黑龙江-鸡西-密山综合,https://masterpull.hljtv.com/live/iYi97JTN.m3u8
黑龙江-双鸭山-宝清综合,https://masterpull.hljtv.com/live/HBp9MLoA.m3u8
黑龙江-双鸭山-集贤综合,https://masterpull.hljtv.com/live/CyJ3RKND.m3u8
黑龙江-双鸭山-饶河综合,https://masterpull.hljtv.com/live/DokNxER6.m3u8
黑龙江-双鸭山-友谊综合,https://masterpull.hljtv.com/live/LVpBWYXl.m3u8
黑龙江-伊春-嘉荫综合,https://masterpull.hljtv.com/live/k5IX9frJ.m3u8
黑龙江-伊春-铁力综合,https://masterpull.hljtv.com/live/iUtbDFud.m3u8
黑龙江-七台河-勃利综合,https://masterpull.hljtv.com/live/6rx9bifO.m3u8
黑龙江-鹤岗-绥滨综合,https://masterpull.hljtv.com/live/DQiqZPCj.m3u8
黑龙江-黑河-北安综合,https://masterpull.hljtv.com/live/EfoBDa06.m3u8
黑龙江-黑河-嫩江综合,https://masterpull.hljtv.com/live/hrSfaA6T.m3u8
黑龙江-黑河-孙吴综合,https://masterpull.hljtv.com/live/eXFjvNaf.m3u8
黑龙江-黑河-五大连池综合,https://masterpull.hljtv.com/live/6ic4FFgF.m3u8
黑龙江-绥化-安达综合,https://masterpull.hljtv.com/live/FsGxlDZQ.m3u8
黑龙江-绥化-海伦综合,https://masterpull.hljtv.com/live/VFNlgeFO.m3u8
黑龙江-绥化-兰西综合,https://masterpull.hljtv.com/live/SYG06DEw.m3u8
黑龙江-绥化-明水综合,https://masterpull.hljtv.com/live/bOJ0OStw.m3u8
黑龙江-绥化-青冈综合,https://masterpull.hljtv.com/live/bJGIloJe.m3u8
黑龙江-绥化-庆安综合,https://masterpull.hljtv.com/live/ayksl1Ur.m3u8
黑龙江-绥化-绥棱综合,https://masterpull.hljtv.com/live/p7WSvrJJ.m3u8
黑龙江-绥化-望奎综合,https://masterpull.hljtv.com/live/d3loVdqX.m3u8
黑龙江-绥化-肇东综合,https://masterpull.hljtv.com/live/G84ZsUTP.m3u8
黑龙江-大兴安岭-呼玛综合,https://masterpull.hljtv.com/live/yN3vDovm.m3u8
黑龙江-大兴安岭-漠河综合,https://masterpull.hljtv.com/live/rlVvbTZN.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8#https://rmplive.hljtv.com/live/mohe.m3u8
黑龙江-大兴安岭-塔河综合,https://masterpull.hljtv.com/live/qXrATpGj.m3u8

地级台,#genre#
安徽-亳州农村频道,http://zbbf2.ahbztv.com/live/418.m3u8
重庆-璧山综合,http://222.179.42.129:8181/hls1.m3u8
重庆-荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
重庆-铜梁综合,http://183.64.174.171:40123/ch1.m3u8
重庆-万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8#http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
福建-漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
广东-河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
广东-河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
广西-贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
广西-来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
河南-焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
河南-焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
湖北-十堰新闻综合,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8#https://p8.vzan.com/slowlive/034028687228317362/live.m3u8
湖北-武汉科技生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
湖北-武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
江苏-南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
江苏-南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
江苏-南京十八,https://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
江苏-苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
江苏-苏州电影娱乐信息,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
江苏-苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
江苏-苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
江苏-苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
江苏-苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
江苏-镇江二套社会民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
江苏-镇江新闻综合,http://cm-wshls.homecdn.com/live/2aa50.m3u8
内蒙古-呼和浩特新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800
内蒙古-包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800
内蒙古-鄂尔多斯新闻综合,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800
内蒙古-巴彦淖尔新闻综合,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800
内蒙古-赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800
内蒙古-乌兰察布新闻综合,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=cf5f71d0000862b18f5813607b3dfd5b&txTime=771E8800
宁夏-吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8
宁夏-吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8
青海-西宁生活服务,http://dtrmlive.qhdtrm.cn/xnds/sd/live.m3u8#https://liveout.xntv.tv/a65jur/90p2i1.m3u8
青海-西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
山东-枣庄公共频道,http://stream.zztvzd.com/3/sd/live.m3u8
山东-枣庄经济生活,http://stream.zztvzd.com/2/sd/live.m3u8
山东-枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
陕西-西安1套,http://112.46.85.60:8009/hls/28/index.m3u8
陕西-西安2套,http://112.46.85.60:8009/hls/29/index.m3u8
上海-崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
四川-德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川-德阳文旅科教,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
四川-广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8#http://live1.gatv.com.cn:85/live/GGPD.m3u8
四川-广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
四川-广元文化生活,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
四川-乐山新闻综合,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8
四川-凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
天津-津南一套,http://play.jinnantv.top/live/JNTV1.m3u8
新疆-伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
新疆-伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
新疆-伊犁经济法治,http://110.153.180.106:55555/out_4/index.m3u8
新疆-伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
浙江-绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
浙江-绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江-绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8#http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8

县级台,#genre#
安徽-蚌埠-固镇县电视台,http://www.guzhenm.com:7001/hls/hd-live.m3u8
福建-漳州-漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8
贵州-毕节-七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
河南-开封-兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
河南-洛阳-宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
河南-漯河-临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
河南-南阳-内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
河南-南阳-唐河二套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
河南-南阳-淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
河南-平顶山-叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
河南-三门峡-渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
河南-三门峡-义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
河南-新乡-新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
河南-信阳-固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
河南-信阳-光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
河南-信阳-淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
河南-信阳-潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
河南-信阳-新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
河南-许昌-鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
河南-许昌-禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
河南-郑州-登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
河南-周口-西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
河南-周口-项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
河南-驻马店-泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
河南-驻马店-遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
河南-驻马店-新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
湖北-武汉-江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
吉林-白山-靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8
吉林-辽源-东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8
吉林-通化-梅河口综合,http://stream4.jlntv.cn/mhk/sd/live.m3u8
吉林-延边-敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
吉林-延边-珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8
江苏-常州-武进生活,https://live.wjyanghu.com/live/CH2.m3u8
江苏-常州-武进新闻,https://live.wjyanghu.com/live/CH1.m3u8
江苏-淮安-涟水电视台综合,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
江苏-连云港-赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
江苏-南京-江宁综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
江苏-南通-如东一套新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
江苏-宿迁-沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
江苏-宿迁-泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
江苏-宿迁-泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
江苏-宿迁-泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
江苏-泰州-姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8
江苏-泰州-靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
江苏-无锡-宜兴新闻,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
江苏-无锡-宜兴紫砂,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
江苏-徐州-沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
江苏-徐州-睢宁三农,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
江苏-扬州-高邮一套新闻综合,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
江苏-镇江-句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
青海-海北-门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8
青海-海东-化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
青海-海东-民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8
青海-海南-贵南综合,http://livecdn.dmqhyadmin.com/hls/xjguinan.m3u8
青海-海南-兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
山西-临汾-古县综合,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8
山西-临汾-吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
山西-朔州-怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8
山西-太原-阳曲综合,https://83awgyp5.live.sxmty.com/live/hls/6f6f4b36f9bd42628b718b595ba507ed/724b7e8907a8414d873eb2a2f69bfa18.m3u8
山西-忻州-五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8
山西-运城-万荣综合,http://60.222.246.220:19433/hls1.m3u8
山西-运城-闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8
山西-长治-黎城综合,http://111.53.96.67:8081/live/1/index.m3u8
山西-长治-潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8
山西-长治-武乡新闻综合,http://60.220.198.84:81/0.m3u8#http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
山西-长治-长子综合频道,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8
四川-阿坝-马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8
四川-阿坝-汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川-成都-双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
四川-广元-剑阁综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel105549/playlist.m3u8
四川-广元-利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
四川-广元-旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
四川-乐山-夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
四川-乐山-沐川综合,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8#http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8#rtmp://tv.mcrm.org.cn:1935/channellive/tv01#http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川-泸州-叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
四川-眉山-青神综合,http://lmt.scqstv.com:80/live1/live1.m3u8#http://lmt.scqstv.com/live1/live1.m3u8
四川-雅安-汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8
四川-宜宾-叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
四川-宜宾-长宁综合,http://cnpull.sccnfb.com:80/live/123456.m3u8#http://cnpull.sccnfb.com/live/123456.m3u8
四川-资阳-乐至综合,http://175.155.106.72:89/live1/live1.m3u8
新疆-兵团-八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
新疆-兵团-八师石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8
新疆-兵团-八师石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
新疆-兵团-十三师新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
新疆-兵团-十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8
新疆-昌吉-玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8
新疆-伊犁-奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
新疆-伊犁-奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
